Graduating Class,Fall Freshman Year,District,District Name,Graduates,Total Cohort,Graduation Rate,Graduation Rate Category
2016,2012,3420,Lake Mills,46,52,88.50,80.1 - 90%
2015,2011,3348,Kingsley-Pierson,17,21,81.00,80.1 - 90%
2009,2005,1134,Charter Oak-Ute,22,22,100.00,90.1 - 100%
2015,2011,5805,Saydel,102,116,87.90,80.1 - 90%
2017,2013,6003,Sidney,49,49,100.00,90.1 - 100%
2017,2013,0504,Battle Creek-Ida Grove,52,53,98.10,90.1 - 100%
2013,2009,4905,Olin,,,,Not Reportable
2011,2007,5283,Pocahontas Area,47,51,92.20,90.1 - 100%
2009,2005,1782,Diagonal,,,,Not Reportable
2010,2006,0171,Alta,40,40,100.00,90.1 - 100%
2010,2006,6969,West Harrison,42,50,84.00,80.1 - 90%
2011,2007,5922,Sheffield-Chapin,70,71,98.60,90.1 - 100%
2014,2010,1737,Des Moines Independent,1601,1960,81.70,80.1 - 90%
2014,2010,4446,Monticello,69,76,90.80,90.1 - 100%
2015,2011,1908,Dunkerton,31,32,96.90,90.1 - 100%
2014,2010,5256,Pleasantville,48,49,98.00,90.1 - 100%
2010,2006,2763,Clayton Ridge,62,65,95.40,90.1 - 100%
2017,2013,6219,Storm Lake,80,158,50.60,50.1 - 60%
2010,2006,2834,Harmony,36,38,94.70,90.1 - 100%
2016,2012,3150,Iowa Falls,81,87,93.10,90.1 - 100%
2013,2009,1926,Durant,45,52,86.50,80.1 - 90%
2013,2009,1737,Des Moines Independent,1526,1923,79.40,70.1 - 80%
2009,2005,2113,Essex,24,24,100.00,90.1 - 100%
2009,2005,0243,Andrew,29,29,100.00,90.1 - 100%
2016,2012,1093,Central Decatur,43,45,95.60,90.1 - 100%
2017,2013,1053,Cedar Rapids,993,1186,83.70,80.1 - 90%
2011,2007,4536,Mount Pleasant,136,162,84.00,80.1 - 90%
2011,2007,2313,Fort Dodge,251,305,82.30,80.1 - 90%
2014,2010,0936,Camanche,65,76,85.50,80.1 - 90%
2015,2011,4644,Newell-Fonda,30,31,96.80,90.1 - 100%
2012,2008,1107,Chariton,122,133,91.70,90.1 - 100%
2016,2012,2754,Guthrie Center,30,32,93.80,90.1 - 100%
2015,2011,2556,Graettinger-Terril,15,15,100.00,90.1 - 100%
2015,2011,3906,Lynnville-Sully,33,34,97.10,90.1 - 100%
2014,2010,4788,Northwood-Kensett,36,37,97.30,90.1 - 100%
2011,2007,0063,Akron Westfield,37,37,100.00,90.1 - 100%
2009,2005,3420,Lake Mills,45,49,91.80,90.1 - 100%
2012,2008,3330,Keota,20,21,95.20,90.1 - 100%
2013,2009,1638,Decorah,133,133,100.00,90.1 - 100%
2016,2012,4787,North Winneshiek,,,,Not Reportable
2011,2007,5337,Preston,27,27,100.00,90.1 - 100%
2009,2005,2977,Highland,44,53,83.00,80.1 - 90%
2011,2007,2016,Elk Horn-Kimballton,18,19,94.70,90.1 - 100%
2015,2011,1449,Corwith-Wesley,12,12,100.00,90.1 - 100%
2017,2013,5256,Pleasantville,43,44,97.70,90.1 - 100%
2013,2009,0936,Camanche,57,73,78.10,70.1 - 80%
2014,2010,4779,North Polk,95,98,96.90,90.1 - 100%
2011,2007,0027,Adel-DeSoto-Minburn,97,101,96.00,90.1 - 100%
2009,2005,1116,Charles City,138,149,92.60,90.1 - 100%
2010,2006,4995,Osage,68,69,98.60,90.1 - 100%
2015,2011,7110,Woodward-Granger,51,54,94.40,90.1 - 100%
2010,2006,3114,Indianola,253,268,94.40,90.1 - 100%
2014,2010,4536,Mount Pleasant,123,142,86.60,80.1 - 90%
2013,2009,6219,Storm Lake,96,152,63.20,60.1 - 70%
2012,2008,6120,Spirit Lake,94,107,87.90,80.1 - 90%
2014,2010,5805,Saydel,97,102,95.10,90.1 - 100%
2010,2006,1134,Charter Oak-Ute,31,32,96.90,90.1 - 100%
2014,2010,6030,Sioux Center,61,68,89.70,80.1 - 90%
2009,2005,4527,Mount Ayr,52,53,98.10,90.1 - 100%
2009,2005,2313,Fort Dodge,272,311,87.50,80.1 - 90%
2011,2007,6633,Ventura,36,36,100.00,90.1 - 100%
2013,2009,3231,Johnston,352,369,95.40,90.1 - 100%
2011,2007,4779,North Polk,81,89,91.00,90.1 - 100%
2017,2013,3906,Lynnville-Sully,33,34,97.10,90.1 - 100%
2012,2008,6822,Waukee,295,301,98.00,90.1 - 100%
2017,2013,0225,Ames,271,295,91.90,90.1 - 100%
2012,2008,6509,Turkey Valley,55,55,100.00,90.1 - 100%
2015,2011,2766,H-L-V,21,23,91.30,90.1 - 100%
2016,2012,7029,Williamsburg,80,84,95.20,90.1 - 100%
2014,2010,4086,Marion,124,134,92.50,90.1 - 100%
2014,2010,3150,Iowa Falls,93,96,96.90,90.1 - 100%
2009,2005,1908,Dunkerton,33,36,91.70,90.1 - 100%
2010,2006,2007,Eldora-New Providence,64,71,90.10,90.1 - 100%
2016,2012,4104,Marshalltown,288,343,84.00,80.1 - 90%
2017,2013,2754,Guthrie Center,49,49,100.00,90.1 - 100%
2012,2008,0936,Camanche,52,73,71.20,70.1 - 80%
2016,2012,5121,Panorama,68,71,95.80,90.1 - 100%
2017,2013,4491,Moravia,26,26,100.00,90.1 - 100%
2010,2006,0243,Andrew,21,23,91.30,90.1 - 100%
2017,2013,6175,Starmont,48,49,98.00,90.1 - 100%
2015,2011,5250,Pleasant Valley,303,312,97.10,90.1 - 100%
2011,2007,6969,West Harrison,33,39,84.60,80.1 - 90%
2012,2008,1134,Charter Oak-Ute,27,27,100.00,90.1 - 100%
2015,2011,0414,Audubon,44,44,100.00,90.1 - 100%
2012,2008,1071,Centerville,87,104,83.70,80.1 - 90%
2010,2006,4860,Odebolt-Arthur,,,,Not Reportable
2011,2007,4356,Missouri Valley,67,73,91.80,90.1 - 100%
2017,2013,6035,Sioux Central,43,49,87.80,80.1 - 90%
2009,2005,1215,Clarksville,25,27,92.60,90.1 - 100%
2013,2009,5607,Rock Valley,44,44,100.00,90.1 - 100%
2012,2008,2313,Fort Dodge,225,266,84.60,80.1 - 90%
2010,2006,3537,Laurens-Marathon,34,37,91.90,90.1 - 100%
2015,2011,7056,Winterset,143,146,98.00,90.1 - 100%
2013,2009,4788,Northwood-Kensett,42,43,97.70,90.1 - 100%
2010,2006,6030,Sioux Center,56,64,87.50,80.1 - 90%
2013,2009,6460,Tri-Center,56,56,100.00,90.1 - 100%
2013,2009,4043,Maquoketa Valley,53,53,100.00,90.1 - 100%
2011,2007,5697,Rudd-Rockford-Marble Rk,48,49,98.00,90.1 - 100%
2015,2011,1476,Council Bluffs,569,643,88.50,80.1 - 90%
2016,2012,4725,Newton,186,208,89.40,80.1 - 90%
2009,2005,4773,Northeast,52,57,91.20,90.1 - 100%
2012,2008,0387,Atlantic,93,110,84.60,80.1 - 90%
2013,2009,6983,West Lyon,44,45,97.80,90.1 - 100%
2017,2013,3600,Le Mars,146,151,96.70,90.1 - 100%
2015,2011,6264,West Central Valley,64,68,94.10,90.1 - 100%
2017,2013,6990,West Sioux,28,33,84.90,80.1 - 90%
2016,2012,4271,Mid-Prairie,68,84,81.00,80.1 - 90%
2009,2005,6035,Sioux Central,44,51,86.30,80.1 - 90%
2012,2008,1967,East Greene,14,14,100.00,90.1 - 100%
2017,2013,3029,Howard-Winneshiek,102,109,93.60,90.1 - 100%
2009,2005,4788,Northwood-Kensett,40,43,93.00,90.1 - 100%
2017,2013,1431,Corning,48,53,90.60,90.1 - 100%
2010,2006,4131,Mason City,273,309,88.40,80.1 - 90%
2015,2011,3715,Linn-Mar,459,490,93.70,90.1 - 100%
2013,2009,1278,Clinton,207,250,82.80,80.1 - 90%
2017,2013,4878,Ogden,54,58,93.10,90.1 - 100%
2017,2013,1863,Dubuque,730,814,89.70,80.1 - 90%
2009,2005,6099,South O'Brien,50,55,90.90,90.1 - 100%
2016,2012,5163,Pekin,47,48,97.90,90.1 - 100%
2013,2009,7038,Wilton,56,61,91.80,90.1 - 100%
2016,2012,0504,Battle Creek-Ida Grove,48,54,88.90,80.1 - 90%
2010,2006,3154,Iowa Valley,56,66,84.90,80.1 - 90%
2012,2008,3154,Iowa Valley,39,43,90.70,90.1 - 100%
2011,2007,2151,Exira,15,18,83.30,80.1 - 90%
2017,2013,0609,Benton,107,117,91.50,90.1 - 100%
2009,2005,1359,Colo-Nesco,33,34,97.10,90.1 - 100%
2013,2009,1576,Dallas Center-Grimes,130,138,94.20,90.1 - 100%
2017,2013,7038,Wilton,48,54,88.90,80.1 - 90%
2009,2005,4779,North Polk,52,58,89.70,80.1 - 90%
2012,2008,1611,Davenport,826,1046,79.00,70.1 - 80%
2011,2007,3029,Howard-Winneshiek,93,101,92.10,90.1 - 100%
2016,2012,0355,Ar-We-Va,12,12,100.00,90.1 - 100%
2014,2010,6471,Tripoli,25,27,92.60,90.1 - 100%
2010,2006,6098,South Tama County,104,117,88.90,80.1 - 90%
2017,2013,6462,Tri-County,24,24,100.00,90.1 - 100%
2014,2010,4644,Newell-Fonda,28,28,100.00,90.1 - 100%
2012,2008,4581,Muscatine,328,400,82.00,80.1 - 90%
2017,2013,6985,West Marshall,60,60,100.00,90.1 - 100%
2010,2006,4599,Nashua-Plainfield,52,56,92.90,90.1 - 100%
2014,2010,3841,Louisa-Muscatine,52,59,88.10,80.1 - 90%
2012,2008,5310,Postville,30,37,81.10,80.1 - 90%
2016,2012,2846,Harris-Lake Park,24,26,92.30,90.1 - 100%
2011,2007,6101,Southeast Polk,441,455,96.90,90.1 - 100%
2013,2009,0846,Brooklyn-Guernsey-Malcom,39,40,97.50,90.1 - 100%
2014,2010,5325,Prairie Valley,43,45,95.60,90.1 - 100%
2016,2012,2151,Exira-Elk Horn-Kimballton,23,23,100.00,90.1 - 100%
2015,2011,1134,Charter Oak-Ute,20,21,95.20,90.1 - 100%
2015,2011,2772,Hamburg,,,,Not Reportable
2009,2005,2403,Garner-Hayfield,68,70,97.10,90.1 - 100%
2013,2009,6091,Southern Cal,66,74,89.20,80.1 - 90%
2009,2005,3816,Lone Tree,37,38,97.40,90.1 - 100%
2010,2006,0576,Belle Plaine,52,59,88.10,80.1 - 90%
2009,2005,7047,Winfield-Mt Union,24,27,88.90,80.1 - 90%
2012,2008,5805,Saydel,96,100,96.00,90.1 - 100%
2014,2010,6985,West Marshall,63,65,96.90,90.1 - 100%
2012,2008,0099,Alburnett,42,44,95.50,90.1 - 100%
2015,2011,0135,Allamakee,93,95,97.90,90.1 - 100%
2014,2010,1206,Clarion-Goldfield-Dows,62,70,88.60,80.1 - 90%
2014,2010,0234,Anamosa,81,91,89.00,80.1 - 90%
2016,2012,6660,Vinton-Shellsburg,124,133,93.20,90.1 - 100%
2009,2005,0355,Ar-We-Va,31,32,96.90,90.1 - 100%
2009,2005,6093,Solon,87,96,90.60,90.1 - 100%
2011,2007,4509,Morning Sun,12,12,100.00,90.1 - 100%
2012,2008,2556,Graettinger-Terril,28,29,96.60,90.1 - 100%
2014,2010,1218,Clay Central-Everly,22,23,95.70,90.1 - 100%
2012,2008,3029,Howard-Winneshiek,100,110,90.90,90.1 - 100%
2014,2010,0504,Battle Creek-Ida Grove,74,78,94.90,90.1 - 100%
2015,2011,6102,Spencer,134,140,95.70,90.1 - 100%
2017,2013,0540,BCLUW,45,50,90.00,80.1 - 90%
2013,2009,6985,West Marshall,65,65,100.00,90.1 - 100%
2017,2013,1972,Eastern Allamakee,40,41,97.60,90.1 - 100%
2014,2010,5510,Riverside,48,50,96.00,90.1 - 100%
2017,2013,5751,St Ansgar,48,50,96.00,90.1 - 100%
2017,2013,2826,Harlan,123,128,96.10,90.1 - 100%
2015,2011,3204,Jesup,45,48,93.80,90.1 - 100%
2013,2009,5805,Saydel,88,95,92.60,90.1 - 100%
2016,2012,6039,Sioux City,788,901,87.50,80.1 - 90%
2013,2009,2322,Fort Madison,140,158,88.60,80.1 - 90%
2014,2010,6462,Tri-County,23,24,95.80,90.1 - 100%
2010,2006,4086,Marion,146,170,85.90,80.1 - 90%
2013,2009,1071,Centerville,88,101,87.10,80.1 - 90%
2014,2010,4068,Marcus-Meriden-Cleghorn,27,29,93.10,90.1 - 100%
2012,2008,2322,Fort Madison,120,147,81.60,80.1 - 90%
2013,2009,2763,Clayton Ridge,52,55,94.60,90.1 - 100%
2011,2007,1211,Clarke,83,96,86.50,80.1 - 90%
2010,2006,2520,Glidden-Ralston,26,26,100.00,90.1 - 100%
2015,2011,5607,Rock Valley,54,56,96.40,90.1 - 100%
2017,2013,5325,Prairie Valley,85,88,96.60,90.1 - 100%
2014,2010,6219,Storm Lake,68,150,45.30,40.1 - 50%
2010,2006,1337,College,231,271,85.20,80.1 - 90%
2014,2010,6039,Sioux City,774,904,85.60,80.1 - 90%
2014,2010,0576,Belle Plaine,36,39,92.30,90.1 - 100%
2009,2005,5049,Ottumwa,257,334,77.00,70.1 - 80%
2016,2012,0882,Burlington,180,257,70.00,Not Reportable
2010,2006,6762,Wapsie Valley,51,52,98.10,90.1 - 100%
2014,2010,7038,Wilton,57,62,91.90,90.1 - 100%
2013,2009,2313,Fort Dodge,226,262,86.30,80.1 - 90%
2016,2012,4269,Midland,27,30,90.00,80.1 - 90%
2016,2012,2124,Estherville Lincoln,83,90,92.20,90.1 - 100%
2017,2013,0171,Alta,41,43,95.40,90.1 - 100%
2017,2013,1332,Colfax-Mingo,34,38,89.50,80.1 - 90%
2012,2008,2403,Garner-Hayfield,70,73,95.90,90.1 - 100%
2015,2011,2205,Farragut,22,22,100.00,90.1 - 100%
2017,2013,1576,Dallas Center-Grimes,181,186,97.30,90.1 - 100%
2012,2008,3312,Keokuk,137,169,81.10,80.1 - 90%
2015,2011,6615,Van Meter,53,54,98.20,90.1 - 100%
2013,2009,0916,CAL,13,14,92.90,90.1 - 100%
2016,2012,2718,Griswold,30,32,93.80,90.1 - 100%
2009,2005,5337,Preston,22,22,100.00,90.1 - 100%
2017,2013,4784,North Scott,194,216,89.80,80.1 - 90%
2010,2006,3705,Lineville-Clio,,,,Not Reportable
2016,2012,4491,Moravia,27,28,96.40,90.1 - 100%
2010,2006,3375,Knoxville,142,159,89.30,80.1 - 90%
2017,2013,4509,Morning Sun,9,10,90.00,80.1 - 90%
2017,2013,1989,Edgewood-Colesburg,36,37,97.30,90.1 - 100%
2009,2005,0819,West Hancock,51,58,87.90,80.1 - 90%
2017,2013,3645,Lewis Central,197,211,93.40,90.1 - 100%
2013,2009,3330,Keota,17,18,94.40,90.1 - 100%
2013,2009,6471,Tripoli,34,37,91.90,90.1 - 100%
2011,2007,2727,Grundy Center,47,48,97.90,90.1 - 100%
2010,2006,4491,Moravia,17,17,100.00,90.1 - 100%
2010,2006,4536,Mount Pleasant,127,147,86.40,80.1 - 90%
2011,2007,6096,Southeast Webster Grand,36,44,81.80,80.1 - 90%
2009,2005,6460,Tri-Center,58,60,96.70,90.1 - 100%
2014,2010,0387,Atlantic,93,106,87.70,80.1 - 90%
2015,2011,2403,Garner-Hayfield-Ventura,84,84,100.00,90.1 - 100%
2011,2007,6536,Union,88,97,90.70,90.1 - 100%
2013,2009,0819,West Hancock,35,40,87.50,80.1 - 90%
2015,2011,1701,Denison,179,195,91.80,90.1 - 100%
2011,2007,1972,Eastern Allamakee,35,35,100.00,90.1 - 100%
2017,2013,6165,Stanton,23,23,100.00,90.1 - 100%
2010,2006,2313,Fort Dodge,244,277,88.10,80.1 - 90%
2015,2011,0099,Alburnett,58,66,87.90,80.1 - 90%
2012,2008,5823,Schaller-Crestland,,,,Not Reportable
2015,2011,0333,North Union,43,46,93.50,90.1 - 100%
2012,2008,4131,Mason City,261,304,85.90,80.1 - 90%
2010,2006,4518,Moulton-Udell,23,23,100.00,90.1 - 100%
2015,2011,5121,Panorama,53,55,96.40,90.1 - 100%
2009,2005,4419,MFL MarMac,90,96,93.80,90.1 - 100%
2014,2010,4890,Okoboji,53,59,89.80,80.1 - 90%
2015,2011,1152,Cherokee,62,65,95.40,90.1 - 100%
2009,2005,3600,Le Mars,151,166,91.00,90.1 - 100%
2011,2007,2376,Galva-Holstein,56,58,96.60,90.1 - 100%
2016,2012,5283,Pocahontas Area,62,70,88.60,80.1 - 90%
2017,2013,2520,Glidden-Ralston,29,30,96.70,90.1 - 100%
2014,2010,4725,Newton,189,208,90.90,90.1 - 100%
2014,2010,3105,Independence,98,105,93.30,90.1 - 100%
2015,2011,6957,West Des Moines,631,671,94.00,90.1 - 100%
2014,2010,5751,St Ansgar,54,54,100.00,90.1 - 100%
2012,2008,0747,Boyden-Hull,40,45,88.90,80.1 - 90%
2009,2005,3195,Jefferson-Scranton,84,93,90.30,90.1 - 100%
2016,2012,6840,Waverly-Shell Rock,154,168,91.70,90.1 - 100%
2014,2010,5013,Oskaloosa,135,159,84.90,80.1 - 90%
2010,2006,5013,Oskaloosa,151,168,89.90,80.1 - 90%
2015,2011,1638,Decorah,126,128,98.40,90.1 - 100%
2010,2006,1965,East Central,28,29,96.60,90.1 - 100%
2016,2012,1197,Clarinda,81,84,96.40,90.1 - 100%
2015,2011,6003,Sidney,22,22,100.00,90.1 - 100%
2011,2007,6975,West Liberty,62,72,86.10,80.1 - 90%
2016,2012,4554,Mount Vernon,92,97,94.90,90.1 - 100%
2014,2010,1791,Dike-New Hartford,62,64,96.90,90.1 - 100%
2015,2011,4788,Northwood-Kensett,29,30,96.70,90.1 - 100%
2015,2011,6138,Springville,25,27,92.60,90.1 - 100%
2015,2011,7098,Woodbury Central,40,42,95.20,90.1 - 100%
2009,2005,1062,Center Point-Urbana,88,96,91.70,90.1 - 100%
2009,2005,6264,West Central Valley,52,55,94.60,90.1 - 100%
2014,2010,2766,H-L-V,22,24,91.70,90.1 - 100%
2011,2007,0657,Eddyville-Blakesburg,45,51,88.20,80.1 - 90%
2017,2013,0916,CAL,14,15,93.30,90.1 - 100%
2014,2010,4203,Mediapolis,46,52,88.50,80.1 - 90%
2010,2006,2466,Gilbert,97,101,96.00,90.1 - 100%
2010,2006,0018,Adair-Casey,25,25,100.00,90.1 - 100%
2012,2008,6795,Waterloo,523,704,74.30,70.1 - 80%
2015,2011,2151,Exira-Elk Horn-Kimballton,33,34,97.10,90.1 - 100%
2016,2012,5724,Ruthven-Ayrshire,13,13,100.00,90.1 - 100%
2015,2011,5283,Pocahontas Area,37,48,77.10,70.1 - 80%
2014,2010,2754,Guthrie Center,40,42,95.20,90.1 - 100%
2013,2009,2403,Garner-Hayfield,75,76,98.70,90.1 - 100%
2009,2005,6615,Van Meter,33,37,89.20,80.1 - 90%
2014,2010,0099,Alburnett,49,52,94.20,90.1 - 100%
2013,2009,6099,South O'Brien,51,57,89.50,80.1 - 90%
2012,2008,6762,Wapsie Valley,57,58,98.30,90.1 - 100%
2011,2007,1233,Clear Lake,101,102,99.00,90.1 - 100%
2013,2009,1967,East Greene,,,,Not Reportable
2016,2012,1975,River Valley,26,26,100.00,90.1 - 100%
2014,2010,1638,Decorah,127,130,97.70,90.1 - 100%
2011,2007,6867,Webster City,96,113,85.00,80.1 - 90%
2017,2013,3897,LuVerne,,,,Not Reportable
2015,2011,4509,Morning Sun,16,17,94.10,90.1 - 100%
2009,2005,2846,Harris-Lake Park,24,25,96.00,90.1 - 100%
2015,2011,4023,Manson Northwest Webster,39,43,90.70,90.1 - 100%
2011,2007,2088,Emmetsburg,56,63,88.90,80.1 - 90%
2014,2010,0720,Bondurant-Farrar,98,103,95.20,90.1 - 100%
2015,2011,4776,North Mahaska,37,44,84.10,80.1 - 90%
2013,2009,5486,Remsen-Union,25,27,92.60,90.1 - 100%
2016,2012,3609,Lenox,30,30,100.00,90.1 - 100%
2015,2011,4033,Maple Valley-Anthon Oto,44,47,93.60,90.1 - 100%
2011,2007,1701,Denison,141,175,80.60,80.1 - 90%
2014,2010,4043,Maquoketa Valley,55,55,100.00,90.1 - 100%
2012,2008,4203,Mediapolis,69,73,94.50,90.1 - 100%
2011,2007,6094,Southeast Warren,37,39,94.90,90.1 - 100%
2012,2008,0720,Bondurant-Farrar,97,98,99.00,90.1 - 100%
2013,2009,1449,Corwith-Wesley,19,20,95.00,90.1 - 100%
2015,2011,4773,Northeast,72,74,97.30,90.1 - 100%
2010,2006,3816,Lone Tree,38,40,95.00,90.1 - 100%
2014,2010,1602,Danville,37,40,92.50,90.1 - 100%
2012,2008,3042,Hudson,62,64,96.90,90.1 - 100%
2009,2005,0977,Cardinal,49,53,92.50,90.1 - 100%
2009,2005,2826,Harlan,154,164,93.90,90.1 - 100%
2016,2012,4878,Ogden,53,54,98.20,90.1 - 100%
2010,2006,6822,Waukee,288,289,99.70,90.1 - 100%
2010,2006,5166,Pella,157,159,98.70,90.1 - 100%
2015,2011,2682,GMG,35,39,89.70,80.1 - 90%
2013,2009,6097,South Page,14,16,87.50,80.1 - 90%
2017,2013,4890,Okoboji,53,55,96.40,90.1 - 100%
2015,2011,0018,Adair-Casey,16,17,94.10,90.1 - 100%
2010,2006,3645,Lewis Central,167,195,85.60,80.1 - 90%
2017,2013,1107,Chariton,94,102,92.20,90.1 - 100%
2010,2006,4725,Newton,239,256,93.40,90.1 - 100%
2017,2013,1719,Denver,55,56,98.20,90.1 - 100%
2014,2010,4419,MFL MarMac,53,58,91.40,90.1 - 100%
2010,2006,5463,Red Oak,91,102,89.20,80.1 - 90%
2010,2006,4203,Mediapolis,58,68,85.30,80.1 - 90%
2017,2013,6471,Tripoli,27,30,90.00,80.1 - 90%
2014,2010,7092,Woodbine,40,40,100.00,90.1 - 100%
2017,2013,3744,Lisbon,41,45,91.10,90.1 - 100%
2011,2007,4905,Olin,17,22,77.30,70.1 - 80%
2009,2005,6097,South Page,21,26,80.80,80.1 - 90%
2010,2006,0234,Anamosa,104,108,96.30,90.1 - 100%
2015,2011,5160,PCM,75,80,93.80,90.1 - 100%
2015,2011,6273,Sumner-Fredericksburg,55,56,98.20,90.1 - 100%
2017,2013,2846,Harris-Lake Park,25,28,89.30,80.1 - 90%
2017,2013,6098,South Tama County,94,100,94.00,90.1 - 100%
2016,2012,3691,North Cedar,53,61,86.90,80.1 - 90%
2016,2012,6983,West Lyon,42,44,95.50,90.1 - 100%
2014,2010,3537,Laurens-Marathon,17,18,94.40,90.1 - 100%
2013,2009,4775,Northeast Hamilton,14,15,93.30,90.1 - 100%
2016,2012,0009,AGWSR,35,35,100.00,90.1 - 100%
2017,2013,7002,Whiting,14,14,100.00,90.1 - 100%
2014,2010,1701,Denison,157,187,84.00,80.1 - 90%
2015,2011,5486,Remsen-Union,26,27,96.30,90.1 - 100%
2017,2013,6512,Twin Cedars,30,31,96.80,90.1 - 100%
2016,2012,1619,Davis County,89,95,93.70,90.1 - 100%
2010,2006,1944,Eagle Grove,73,78,93.60,90.1 - 100%
2010,2006,0252,Anita,27,27,100.00,90.1 - 100%
2011,2007,0916,CAL,20,20,100.00,90.1 - 100%
2015,2011,4068,Marcus-Meriden-Cleghorn,33,36,91.70,90.1 - 100%
2012,2008,1863,Dubuque,743,840,88.50,80.1 - 90%
2015,2011,5751,St Ansgar,53,53,100.00,90.1 - 100%
2011,2007,0355,Ar-We-Va,23,23,100.00,90.1 - 100%
2017,2013,6822,Waukee,531,542,98.00,90.1 - 100%
2009,2005,4014,Manning,64,67,95.50,90.1 - 100%
2009,2005,5486,Remsen-Union,26,28,92.90,90.1 - 100%
2009,2005,5625,Rockwell City-Lytton,30,32,93.80,90.1 - 100%
2016,2012,2322,Fort Madison,155,172,90.10,90.1 - 100%
2010,2006,1970,East Union,37,39,94.90,90.1 - 100%
2014,2010,6091,South Central Calhoun,56,58,96.60,90.1 - 100%
2014,2010,1107,Chariton,112,118,94.90,90.1 - 100%
2009,2005,5805,Saydel,106,113,93.80,90.1 - 100%
2013,2009,1368,Columbus,46,60,76.70,70.1 - 80%
2009,2005,6512,Twin Cedars,37,41,90.20,90.1 - 100%
2009,2005,1619,Davis County,100,104,96.20,90.1 - 100%
2017,2013,5508,Riceville,21,21,100.00,90.1 - 100%
2012,2008,6035,Sioux Central,60,65,92.30,90.1 - 100%
2013,2009,6509,Turkey Valley,45,46,97.80,90.1 - 100%
2010,2006,2205,Farragut,25,28,89.30,80.1 - 90%
2015,2011,4122,Martensdale-St Marys,39,42,92.90,90.1 - 100%
2012,2008,1095,Central Lyon,53,58,91.40,90.1 - 100%
2009,2005,6950,West Delaware County,150,155,96.80,90.1 - 100%
2014,2010,2834,Harmony,14,16,87.50,80.1 - 90%
2009,2005,6937,West Burlington,43,53,81.10,80.1 - 90%
2010,2006,1211,Clarke,94,106,88.70,80.1 - 90%
2011,2007,6120,Spirit Lake,78,88,88.60,80.1 - 90%
2013,2009,3029,Howard-Winneshiek,93,101,92.10,90.1 - 100%
2016,2012,1791,Dike-New Hartford,60,60,100.00,90.1 - 100%
2013,2009,1619,Davis County,80,80,100.00,90.1 - 100%
2014,2010,6175,Starmont,34,37,91.90,90.1 - 100%
2013,2009,6534,Underwood,57,58,98.30,90.1 - 100%
2015,2011,2502,Gladbrook-Reinbeck,45,47,95.70,90.1 - 100%
2012,2008,3645,Lewis Central,186,207,89.90,80.1 - 90%
2013,2009,2556,Graettinger-Terril,20,21,95.20,90.1 - 100%
2012,2008,0819,West Hancock,49,56,87.50,80.1 - 90%
2009,2005,4777,North Linn,62,65,95.40,90.1 - 100%
2009,2005,4662,New Hampton,105,117,89.70,80.1 - 90%
2014,2010,6992,Westwood,30,30,100.00,90.1 - 100%
2016,2012,2727,Grundy Center,47,47,100.00,90.1 - 100%
2012,2008,6097,South Page,12,16,75.00,70.1 - 80%
2017,2013,4554,Mount Vernon,98,106,92.50,90.1 - 100%
2011,2007,1737,Des Moines Independent,1522,2011,75.70,70.1 - 80%
2013,2009,0513,Baxter,35,35,100.00,90.1 - 100%
2011,2007,0977,Cardinal,50,55,90.90,90.1 - 100%
2009,2005,4491,Moravia,21,25,84.00,80.1 - 90%
2017,2013,1152,Cherokee,56,61,91.80,90.1 - 100%
2013,2009,2124,Estherville Lincoln Central,68,81,84.00,80.1 - 90%
2011,2007,7083,Woden-Crystal Lake,27,27,100.00,90.1 - 100%
2014,2010,3231,Johnston,400,424,94.30,90.1 - 100%
2012,2008,2718,Griswold,39,41,95.10,90.1 - 100%
2013,2009,0977,Cardinal,33,39,84.60,80.1 - 90%
2010,2006,4446,Monticello,79,89,88.80,80.1 - 90%
2012,2008,6536,Union,94,98,95.90,90.1 - 100%
2012,2008,2727,Grundy Center,55,57,96.50,90.1 - 100%
2015,2011,5976,Shenandoah,73,77,94.80,90.1 - 100%
2015,2011,0081,Albia,83,86,96.50,90.1 - 100%
2009,2005,1737,Des Moines Independent,1458,2006,72.70,70.1 - 80%
2009,2005,5166,Pella,140,148,94.60,90.1 - 100%
2009,2005,4869,Oelwein,115,124,92.70,90.1 - 100%
2017,2013,5166,Pella,178,183,97.30,90.1 - 100%
2014,2010,5607,Rock Valley,44,46,95.70,90.1 - 100%
2016,2012,1503,Creston,119,125,95.20,90.1 - 100%
2009,2005,0261,Ankeny,439,461,95.20,90.1 - 100%
2015,2011,1116,Charles City,107,117,91.50,90.1 - 100%
2014,2010,4617,Nevada,80,87,92.00,90.1 - 100%
2011,2007,3105,Independence,95,106,89.60,80.1 - 90%
2016,2012,4617,Nevada,99,102,97.10,90.1 - 100%
2010,2006,0441,A-H-S-T,41,43,95.40,90.1 - 100%
2010,2006,1917,Boyer Valley,32,34,94.10,90.1 - 100%
2013,2009,4104,Marshalltown,288,353,81.60,80.1 - 90%
2009,2005,6536,Union,90,104,86.50,80.1 - 90%
2010,2006,1093,Central Decatur,64,65,98.50,90.1 - 100%
2012,2008,6100,South Winneshiek,69,70,98.60,90.1 - 100%
2010,2006,4033,Maple Valley,62,69,89.90,80.1 - 90%
2017,2013,6095,South Hamilton,53,56,94.60,90.1 - 100%
